data_id,db,task,key,smiles,tag,filename,i_repeat,cfd_traj,cfd_pos,cfd_node,cfd_edge
limk2_arm1_B_limki3_seeded,use,sbdd,,Nc1ncnc2c1ncn2C1OC(CCOP(=O)(O)NP(=O)(O)O)C(O)C1O,,0.sdf,0,1.3382378816604614,2.586839,15.846415,20.000044
limk2_arm1_B_limki3_seeded,use,sbdd,,O=C(c1cncnc1Nc1cccc2ccccc12)c1ccnc2ncccc12,,1.sdf,0,1.7430111169815063,2.642845,14.415021,19.07967
limk2_arm1_B_limki3_seeded,use,sbdd,,Cc1n[nH]c(Cc2cc3c(=O)[nH]cnc3c3ccccc23)c1COP(=O)(O)O,,2.sdf,0,1.382353663444519,2.6701813,15.117715,19.573652
limk2_arm1_B_limki3_seeded,use,sbdd,,Cc1noc(-c2cnc3c([N+](=O)O)cccc3c2C(=O)NCC(=O)O)n1,,3.sdf,0,1.3597590923309326,2.5923128,15.346175,19.268791
limk2_arm1_B_limki3_seeded,use,sbdd,,O=C(NCc1cn(Cc2cnc3ccccc3n2)nn1)c1cccc(F)c1,,4.sdf,0,1.7336100339889526,2.730248,16.370358,19.43407
limk2_arm1_B_limki3_seeded,use,sbdd,,O=C(c1ccc2ccc(Cl)cc2c1)N(OP(=O)(O)O)c1ccc2ccccc2c1,,5.sdf,0,1.4685614109039309,2.7149744,15.707574,19.328552
limk2_arm1_B_limki3_seeded,use,sbdd,,COc1ccc(CC(=O)Nc2cccc(C(=O)N3CCOCC3)c2)cc1,,6.sdf,0,1.3512446880340576,2.7718098,17.690325,19.76155
limk2_arm1_B_limki3_seeded,use,sbdd,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,,7.sdf,0,1.5948601961135864,2.5929766,16.092478,20.164112
limk2_arm1_B_limki3_seeded,use,sbdd,,Nc1ncnc2c1NC=CN2CC1OC(COP(=O)(O)OP(=O)(O)O)C(O)C1O,,8.sdf,0,1.5482144355773926,2.6424515,15.982328,20.211452
limk2_arm1_B_limki3_seeded,use,sbdd,,Cc1nc(C(=O)c2cccc(F)c2)cc(-c2cccc(C(=O)O)c2O)n1,,9.sdf,0,1.5881905555725098,2.717389,15.354298,19.453064
limk2_arm1_B_limki3_seeded,use,sbdd,,O=C1c2nc(Nc3ccc(Cl)cc3)ncc2N=[N+]1Cc1ccc(F)cc1,,10.sdf,0,1.6370456218719482,2.7629704,16.081251,19.487556
limk2_arm1_B_limki3_seeded,use,sbdd,,OC(=[N+]=Cc1ccc(Cl)cc1)C1=CC2=CC=C(c3ccc(Cl)cc3)NC2=CC=C1,,11.sdf,0,1.5595426559448242,2.768812,15.731249,19.331835
limk2_arm1_B_limki3_seeded,use,sbdd,,O=C1N=CC(Cc2ccc(-c3cccc[nH+]3)cc2)=C2[NH+]=c3cc(F)ccc3=[N+]12,,12.sdf,0,1.7509480714797974,2.6503994,15.079524,19.27971
limk2_arm1_B_limki3_seeded,use,sbdd,,O=C(O)c1cc2n(n1)C(Cc1ccc(F)cc1F)CN(CCc1ccccc1)C2=O,,13.sdf,0,1.5140433311462402,2.6385036,11.000296,19.10241
limk2_arm1_B_limki3_seeded,use,sbdd,,O=C(NC(CO)C(=O)NCCc1ccccc1)c1ccc(-c2ccccc2)cc1,,14.sdf,0,1.665502667427063,2.6934533,10.563437,18.758463
limk2_arm1_B_limki3_seeded,use,sbdd,,CCC(CCn1ccnc1-c1ccncc1)NC(=O)c1cccc(O)c1,,15.sdf,0,1.6389025449752808,2.6578078,15.85409,19.440094
limk2_arm1_B_limki3_seeded,use,sbdd,,Fc1cccc(CCN2C=Nc3ncnc4c3c2nn4-c2ccccc2)c1,,16.sdf,0,1.819254159927368,2.776977,15.445381,19.4393
limk2_arm1_B_limki3_seeded,use,sbdd,,O=C(O)C1=CC(C(c2ccc(F)cc2)n2ccc(=O)cc2)=C2C=CC(O)=CC=C2O1,,17.sdf,0,1.5260697603225708,2.6253982,15.256305,19.931986
limk2_arm1_B_limki3_seeded,use,sbdd,,O=C(O)NCC1CN(c2cccc(-c3ccc4ccccc4c3)c2)C(=O)N1,,18.sdf,0,1.4353924989700315,2.7448676,16.51189,19.446718
limk2_arm1_B_limki3_seeded,use,sbdd,,CC1=[N+](c2cccc(F)c2)N=c2cc3nc4c(nc3cc21)=NC(=O)NC4=O,,19.sdf,0,1.5423636436462402,2.696268,15.824475,19.011782
limk2_arm1_B_limki3_seeded,use,sbdd,,Oc1[nH+]c(-c2ccccc2)cnc1-c1ccc[nH+]c1NCc1cnc[nH]1,,20.sdf,0,1.6103553771972656,2.7040138,15.529551,19.472368
limk2_arm1_B_limki3_seeded,use,sbdd,,O=c1ncc(C2=C3N=c4cc(O)ccc4=[N+]3c3ccccc32)c[nH]1,,21.sdf,0,1.5063061714172363,2.7297523,15.532631,19.101894
limk2_arm1_B_limki3_seeded,use,sbdd,,O=C(Nc1ccc(-n2cn[nH+]c2-c2ccc(=O)[nH]n2)cc1)c1ccccc1,,22.sdf,0,1.426005244255066,2.7546387,15.8286495,19.578888
limk2_arm1_B_limki3_seeded,use,sbdd,,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)O)CC(O)C1O,,23.sdf,0,1.5856438875198364,2.6142516,16.171131,20.111755
limk2_arm1_B_limki3_seeded,use,sbdd,,O=C(NC(S)=Nc1cccc(-c2cnc3ccccc3n2)c1)c1ccccc1,,24.sdf,0,1.7415475845336914,2.7400477,16.868362,19.428377
