data_id,db,task,key,smiles,tag,filename,i_repeat,cfd_traj,cfd_pos,cfd_node,cfd_edge
pocketxmol_kmt5b_sma_atlas_ext,use,sbdd,,c1ccc(CCNCc2ccc(C3=NN=C3c3ccccc3)cc2)cc1,,0.sdf,0,1.3272180557250977,2.6213684,10.459792,17.868053
pocketxmol_kmt5b_sma_atlas_ext,use,sbdd,,NC(=O)c1ccc(-c2nc3nc4ccccc4nc3c3ccccc23)cc1,,1.sdf,0,1.510221242904663,2.8747892,11.358724,18.005775
pocketxmol_kmt5b_sma_atlas_ext,use,sbdd,,O=C(Nc1ccccc1)Nc1cccc(C(=O)N=Cc2ccc([N+](=O)O)cc2)c1,,2.sdf,0,1.4417058229446411,2.684783,11.184274,18.438587
pocketxmol_kmt5b_sma_atlas_ext,use,sbdd,,O=C1CC(CCc2cnc3ccccn23)CN1CCCCP(=O)(O)O,,3.sdf,0,1.268427848815918,2.7270675,10.425199,18.130117
pocketxmol_kmt5b_sma_atlas_ext,use,sbdd,,O=C(CCc1c[nH]nn1)NCc1ccc(-c2[nH+]ccc3ccccc23)cc1,,4.sdf,0,1.3894251585006714,2.6836004,10.48134,18.144989
pocketxmol_kmt5b_sma_atlas_ext,use,sbdd,,O=C(Nc1ccc(O)cc1)Nc1cc(-c2ccc(O)c(O)c2)c2cc(O)ccc2n1,,5.sdf,0,1.4782698154449463,2.6539862,10.865678,18.269627
pocketxmol_kmt5b_sma_atlas_ext,use,sbdd,,O=C(NCCCc1ccccc1)c1ccc(OCc2cnc(F)nc2F)cc1,,6.sdf,0,1.4034916162490845,2.6689107,10.883318,18.775724
pocketxmol_kmt5b_sma_atlas_ext,use,sbdd,,Cc1ccc(CCc2ccc(NC(N)=NC(=O)c3cccnc3)cc2)cc1,,7.sdf,0,1.3456053733825684,2.4825485,9.50792,18.065956
pocketxmol_kmt5b_sma_atlas_ext,use,sbdd,,O=C(NCc1ccccc1)Nc1ccc(-c2ccc3ccccc3n2)cc1,,8.sdf,0,1.5215550661087036,2.84821,11.926601,18.41192
pocketxmol_kmt5b_sma_atlas_ext,use,sbdd,,N=C(N)c1ccc(Oc2cccc(C=Cc3ccc4ncccc4c3)c2)cc1,,9.sdf,0,1.416365385055542,2.7407444,10.790305,18.154665
pocketxmol_kmt5b_sma_atlas_ext,use,sbdd,,O=C(NCc1ccc(Oc2ccccc2)cc1)NCc1c[nH]nn1,,10.sdf,0,1.3348305225372314,2.6132357,10.642873,18.396944
pocketxmol_kmt5b_sma_atlas_ext,use,sbdd,,Oc1ccc(Oc2ccnc3c(O)cc4c5ccccc5ncc4c23)cc1,,11.sdf,0,1.4608471393585205,2.8029215,10.907017,17.898415
pocketxmol_kmt5b_sma_atlas_ext,use,sbdd,,COc1ccc(F)c(Oc2ccccc2-n2cnc3ccccc3c2=O)c1,,12.sdf,0,1.4197134971618652,2.7057018,11.345601,18.020617
pocketxmol_kmt5b_sma_atlas_ext,use,sbdd,,Cc1cccc(-n2c3ccccc3c3nc(-c4ccc(C(=O)O)cc4)nnc32)c1,,13.sdf,0,1.4778916835784912,2.8694003,10.87644,18.420242
