data_id,db,task,key,smiles,tag,filename,i_repeat,cfd_traj,cfd_pos,cfd_node,cfd_edge
limk2_arm1_A_activator_dfg,use,sbdd,,c1ccc(Cc2[nH]ncc2-c2ccc(Nc3ncc(-c4nn[nH]n4)c[nH+]3)cc2)cc1,,0.sdf,0,1.6824733018875122,2.6031423,15.145925,19.621817
limk2_arm1_A_activator_dfg,use,sbdd,,O=c1cc2nc(-c3ccc(O)cc3)oc2nn1Cc1ccccc1,,1.sdf,0,1.5221199989318848,2.527146,15.082149,19.183353
limk2_arm1_A_activator_dfg,use,sbdd,,O=c1nc(-c2ccc(F)cc2)[nH]cc1C=Cc1cccc(Oc2nccc[nH+]2)c1,,2.sdf,0,1.6591579914093018,2.4982188,15.254117,19.407406
limk2_arm1_A_activator_dfg,use,sbdd,,O=C(O)c1cc(C2=CC=C3C=CC(c4cnc(-c5ccccc5)[nH]4)=CC=C3N2)[nH]n1,,3.sdf,0,1.466903805732727,2.585115,15.521201,19.233496
limk2_arm1_A_activator_dfg,use,sbdd,,Oc1ccc(CCc2ncccc2Cc2cncc(-c3cnccn3)c2)cc1,,4.sdf,0,1.4619046449661257,2.5795658,15.123512,19.556494
limk2_arm1_A_activator_dfg,use,sbdd,,Cc1c(-c2cccc(Cc3c[nH+]n(C)c3)c2)n[nH]c1-c1ccc(C(N)=O)cc1,,5.sdf,0,1.4415524005889893,2.5491173,15.3433695,19.240244
limk2_arm1_A_activator_dfg,use,sbdd,,O=C(C=C1CC2Cc3ccccc3[NH+]2C1=O)Nc1ccc(-c2nn[nH]n2)cc1,,6.sdf,0,1.6310943365097046,2.4597487,15.866477,19.465223
limk2_arm1_A_activator_dfg,use,sbdd,,Fc1cc(-c2cnccn2)cnc1Nc1cnc(-c2cnccn2)cn1,,7.sdf,0,1.4918819665908811,2.6086252,15.149693,19.434216
limk2_arm1_A_activator_dfg,use,sbdd,,O=C(C=Cc1ccccc1)N1CCCC(c2cc(-c3ccccn3)no2)CC1,,8.sdf,0,1.5311015844345093,2.5784972,16.406185,19.424006
limk2_arm1_A_activator_dfg,use,sbdd,,CC(=O)Nc1ccc(Oc2ccnc(C#Cc3nnc4ccccc4n3)c2)cc1,,9.sdf,0,1.7142361402511597,2.5987031,16.80813,19.430687
limk2_arm1_A_activator_dfg,use,sbdd,,FC(F)(F)c1ccc(Oc2cc3c(c[nH+]2)CCC(c2nc4cnc[nH]c-4n2)C3)cc1,,10.sdf,0,1.524350881576538,2.5966713,14.989209,19.429733
limk2_arm1_A_activator_dfg,use,sbdd,,CN1CCc2cc(N3Cc4nnc(-c5ccccc5)cc4C3=O)ccc21,,11.sdf,0,1.4547885656356812,2.6980517,16.88879,19.439077
limk2_arm1_A_activator_dfg,use,sbdd,,O=C(CCCc1ccccc1)Nc1cccc(Cn2cc(-c3ccccc3)nn2)c1,,12.sdf,0,1.5986541509628296,2.6285422,16.68249,19.566265
limk2_arm1_A_activator_dfg,use,sbdd,,O=c1[nH]cnc2nc(C#Cc3ccccc3)nc(Nc3ccc(F)cc3)c12,,13.sdf,0,1.6360927820205688,2.580128,15.446923,19.452396
limk2_arm1_A_activator_dfg,use,sbdd,,Cc1[nH]c(-c2ccc(O)cc2)cc1Cc1ccc(Oc2ccccc2)[nH+]c1,,14.sdf,0,1.543001413345337,2.5561917,14.5360365,19.432549
limk2_arm1_A_activator_dfg,use,sbdd,,Cn1[nH+]c(-c2ccc(-c3ccc[nH+]c3)[nH+]c2)cc1-c1cc(-c2cc[nH+]cc2)n[nH]1,,15.sdf,0,1.583045482635498,2.5892477,15.061664,19.1836
limk2_arm1_A_activator_dfg,use,sbdd,,Oc1ccc(-c2cc(Oc3ccc(-c4cnccn4)cc3)ccn2)cc1O,,16.sdf,0,1.480971336364746,2.5836985,16.105453,19.45231
limk2_arm1_A_activator_dfg,use,sbdd,,O=C(Nc1ccc(-c2ncc(-c3nn[nH]n3)c[nH+]2)cc1)c1cc[nH]c1,,17.sdf,0,1.6626441478729248,2.4776726,15.929069,19.389523
limk2_arm1_A_activator_dfg,use,sbdd,,O=C(O)c1ccc(OS(=O)(=O)N2CCCC(c3ccccc3)C2)cc1,,18.sdf,0,1.4008684158325195,2.4732537,15.780227,19.249046
limk2_arm1_A_activator_dfg,use,sbdd,,O=C(c1ccc(O)c(O)c1)c1ccc2nc(-c3ccccc3)[nH]c2c1,,19.sdf,0,1.4560940265655518,2.6080213,16.827513,19.387524
limk2_arm1_A_activator_dfg,use,sbdd,,O=C(Nc1ccc2cc3c(NCCO)ncnc3cc2c1)c1ccccc1,,20.sdf,0,1.4502567052841189,2.5374634,16.142553,19.19368
limk2_arm1_A_activator_dfg,use,sbdd,,c1cnnc(-c2cccc(-c3cncc(-c4cnc(-c5cnccn5)nc4)c3)n2)c1,,21.sdf,0,1.8073828220367432,2.7026331,15.1493025,19.620703
limk2_arm1_A_activator_dfg,use,sbdd,,c1ccc(Nc2ccc(N3CCc4c(cnc5cnccc45)C3)nn2)nc1,,22.sdf,0,1.5439534187316897,2.6797693,15.897567,19.260756
limk2_arm1_A_activator_dfg,use,sbdd,,Cc1nc2[nH]c3ccccc3nc-2c1C1=CC=[N+]2C1=NN=C2c1nn[nH]n1,,23.sdf,0,1.418891191482544,2.6062882,14.76735,18.78701
limk2_arm1_A_activator_dfg,use,sbdd,,O=C(Nc1ccc2nccnc2c1)c1ccc(-c2ccccc2)cc1,,24.sdf,0,1.6373599767684937,2.668808,16.062504,19.296282
limk2_arm1_A_activator_dfg,use,sbdd,,Nc1cc(F)ccc1-c1ccnc2cc(-c3ccc(C(=O)O)cc3)ccc12,,25.sdf,0,1.791860818862915,2.638121,15.561546,19.21091
limk2_arm1_A_activator_dfg,use,sbdd,,Fc1ccc(-c2ccc(-c3ccc4ncc(CCc5ccccc5)nc4c3)nn2)cc1,,26.sdf,0,1.66986083984375,2.6320903,15.593083,19.335186
limk2_arm1_A_activator_dfg,use,sbdd,,c1cc2c(C3CCCCN(c4ncc(-c5cncnn5)nn4)C3)ccnc2cn1,,27.sdf,0,1.5377117395401,2.5580745,15.062368,19.12181
limk2_arm1_A_activator_dfg,use,sbdd,,Fc1cnccc1-c1ccc(Nc2ncc(-c3ccncc3)nn2)cc1,,28.sdf,0,1.7054204940795898,2.6752725,15.184801,19.575054
limk2_arm1_A_activator_dfg,use,sbdd,,c1cncc(-c2ccc(-c3cc4cc(-c5ccncn5)cnc4o3)nn2)c1,,29.sdf,0,1.7299392223358154,2.568149,15.336346,19.052734
limk2_arm1_A_activator_dfg,use,sbdd,,OC(=Nc1ccc(OCc2ccccn2)cc1)c1ccc(-c2cnccn2)cc1,,30.sdf,0,1.5727739334106443,2.4967062,15.388407,19.433458
limk2_arm1_A_activator_dfg,use,sbdd,,O=c1nc(-c2ccc3[nH]c4ccncc4c3c2)cc(-c2ccccc2)[nH]1,,31.sdf,0,1.627719759941101,2.6244586,15.610496,19.043524
limk2_arm1_A_activator_dfg,use,sbdd,,Oc1ccc(CCNc2c(O)cc3c(c2O)CCCN(Cc2ccccc2)C3)cn1,,32.sdf,0,1.3973199129104614,2.597346,15.618972,19.429968
limk2_arm1_A_activator_dfg,use,sbdd,,c1ccc(-c2cc(-c3cccnc3)nc(-c3ccc(-c4ccccn4)nc3)n2)cc1,,33.sdf,0,1.5440809726715088,2.7446144,9.813921,18.720154
limk2_arm1_A_activator_dfg,use,sbdd,,c1ccc2c(c1)ccc1c(-c3ccc(N4CCCNCC4)cc3)ncnc12,,34.sdf,0,1.7300540208816528,2.605937,15.653106,18.973991
limk2_arm1_A_activator_dfg,use,sbdd,,Cc1cnc(-c2ccc(C=NC(=O)c3cnc4cc(O)ccc4c3C)cn2)cn1,,35.sdf,0,1.6500202417373655,2.6049876,15.1847725,19.228466
limk2_arm1_A_activator_dfg,use,sbdd,,c1ccc(OC(CNCc2cccc3ncc[nH+]c23)c2nn[nH]n2)cc1,,36.sdf,0,1.4925602674484253,2.6541498,16.065285,19.401066
limk2_arm1_A_activator_dfg,use,sbdd,,O=C(c1ccc(-c2nc3c[nH]c(-c4cccc[nH+]4)nc-3n2)cc1)c1ccc[nH+]c1,,37.sdf,0,1.716413140296936,2.6982036,15.636912,19.455132
limk2_arm1_A_activator_dfg,use,sbdd,,O=C(c1cnc2[nH]cncc-2c1=O)N1CC2CN(c3ccccc3)CC2C1,,38.sdf,0,1.6525553464889526,2.6355577,15.822034,19.585567
limk2_arm1_A_activator_dfg,use,sbdd,,C1=CC2=NC(c3nc4cccccc-4[nH+]3)=CNC2=CC=C1c1ccc[nH+]c1,,39.sdf,0,1.4241697788238523,2.6260912,15.246146,19.103971
limk2_arm1_A_activator_dfg,use,sbdd,,COc1cnc(Nc2ccc(Cc3n[nH]nc3-c3cc[nH+]cc3)c[nH+]2)[nH+]c1,,40.sdf,0,1.4180264472961426,2.606432,15.294884,19.572222
limk2_arm1_A_activator_dfg,use,sbdd,,c1cc(-c2ccc(-c3cc4nc(-c5ccncc5)ccn4n3)nc2)ccn1,,41.sdf,0,1.7501590251922607,2.649787,15.480664,19.126211
limk2_arm1_A_activator_dfg,use,sbdd,,c1c[nH+]cc(-c2ncc(-c3n[nH+]c(-c4cc(-c5ccnc[nH+]5)n[nH]4)o3)c[nH+]2)c1,,42.sdf,0,1.5201839208602903,2.517125,15.396056,19.30121
limk2_arm1_A_activator_dfg,use,sbdd,,Nc1cc(-c2ccnc(N)n2)cc(-c2ccc(CN3CCOCC3)cc2)n1,,43.sdf,0,1.7257165908813477,2.6092331,15.728843,19.407564
limk2_arm1_A_activator_dfg,use,sbdd,,Nc1nccnc1-c1ccc(-c2ncc(-c3ccccn3)nn2)cc1,,44.sdf,0,1.6647834777832031,2.679976,15.875458,19.312372
limk2_arm1_A_activator_dfg,use,sbdd,,c1cncc(N2CCc3ncc4cc5nc6ccccc6nc5cc4c3C2)c1,,45.sdf,0,1.6884143352508545,2.6072917,15.044686,18.972061
limk2_arm1_A_activator_dfg,use,sbdd,,O=C(c1ccc(Oc2ccccc2)cc1)c1cncc(-c2cccnc2)c1,,46.sdf,0,1.700433373451233,2.6194377,16.001797,19.509262
limk2_arm1_A_activator_dfg,use,sbdd,,Oc1n(CCc2cc[nH+]cn2)c2cncnc2[n+]1Cc1cccc(F)c1,,47.sdf,0,1.4588665962219238,2.5222235,14.800495,19.17765
limk2_arm1_A_activator_dfg,use,sbdd,,Cn1cc(C(=O)N2CCC(c3ccc(O)cc3)CC2)c2nc3ccccc3cc21,,48.sdf,0,1.547895073890686,2.5978656,15.884861,19.142025
limk2_arm1_A_activator_dfg,use,sbdd,,COc1ccc(C2=CC3=[N+](Cc4cccc(F)c4)C(=O)NC(=O)C3=N2)cc1O,,49.sdf,0,1.5971242189407349,2.5258949,15.8474865,19.240143
limk2_arm1_A_activator_dfg,use,sbdd,,Cn1cc2c(N3CCC4CN(c5ccc(-c6ncccn6)nc5)CC4C3)ncnc2n1,,50.sdf,0,1.4101355075836182,2.6146998405456543,15.44688892364502,19.411487579345703
limk2_arm1_A_activator_dfg,use,sbdd,,C1=C(c2ccc3nnccc3c2)c2ncc3c(nn4cncc34)c2=C1,,51.sdf,0,1.515858769416809,2.612684726715088,15.105110168457031,18.71925926208496
limk2_arm1_A_activator_dfg,use,sbdd,,Oc1ccc(Cc2ccc(-c3ccc4ccccc4c3)c(O)c2)cc1,,52.sdf,0,1.695276975631714,2.5940399169921875,15.146459579467772,19.14274024963379
limk2_arm1_A_activator_dfg,use,sbdd,,Cc1n[nH]c2nc(-c3ccc(Cn4cc(-c5ccccc5)n[nH+]4)cc3)cn12,,53.sdf,0,1.649142861366272,2.6070337295532227,15.719944953918455,19.454160690307617
limk2_arm1_A_activator_dfg,use,sbdd,,O=C(O)CCc1ccc2cc(-c3cccc(Oc4ccccn4)c3)cnc2c1,,54.sdf,0,1.4863061904907229,2.6259398460388184,16.44840431213379,19.357267379760746
limk2_arm1_A_activator_dfg,use,sbdd,,COc1ccc(C(=O)N2CC(c3cnc4ccccc4n3)C2)cc1,,55.sdf,0,1.6239635944366455,2.615689516067505,16.514127731323242,19.30685234069824
limk2_arm1_A_activator_dfg,use,sbdd,,O=C(Nc1ccc2c(C(O)=Nc3nnn[nH]3)cc[nH+]c2c1)Nc1cccc[nH+]1,,56.sdf,0,1.4224443435668943,2.5723555088043213,16.052593231201172,19.407865524291992
limk2_arm1_A_activator_dfg,use,sbdd,,NC(=O)c1ccc2c(c1)CC=C(c1[nH+]c(-c3n[nH]c(-c4cccc(F)c4)n3)cs1)N2,,57.sdf,0,1.6384891271591189,2.5826287269592285,15.71615505218506,19.521026611328125
limk2_arm1_A_activator_dfg,use,sbdd,,,bad,58-bad.sdf,0,1.734227180480957,2.5704331398010254,15.269038200378418,19.339427947998047
